1,0.2205849875248331,169.68939208984375
2,0.05076098150570289,174.220703125
3,0.006083625024631431,176.126953125
4,0.003978367129948906,175.845703125
5,0.00502940496803682,175.845703125
6,0.0052762987804116646,175.220703125
7,0.012422098374783317,175.595703125
8,0.006626536080539326,175.595703125
9,0.005887443059808097,175.220703125
10,0.007009268133053715,175.595703125
11,0.00430660089929636,175.580078125
12,0.004475208469672141,175.205078125
13,0.007246168121325203,175.580078125
14,0.006062421636714641,175.580078125
